date ,volume
"out 18, 2024",13500
"out 25, 2024",13500
"nov 01, 2024",13500
"nov 08, 2024",13400
"nov 15, 2024",13201
"nov 22, 2024",13493
"nov 29, 2024",13513
"dez 06, 2024",13631
"dez 13, 2024",13604
"dez 20, 2024",13585
"dez 27, 2024",13573
"jan 03, 2025",13563
"jan 10, 2025",13481
"jan 17, 2025",13477
"jan 24, 2025",13240
"jan 31, 2025",13478
"fev 07, 2025",13494
"fev 14, 2025",13497
"fev 21, 2025",13502
"fev 28, 2025",13508
"mar 07, 2025",13575
"mar 14, 2025",13573
"mar 21, 2025",13574
"mar 28, 2025",13580
"abr 04, 2025",13458
"abr 11, 2025",13462
"abr 18, 2025",13460
"abr 25, 2025",13465
"mai 02, 2025",13367
"mai 09, 2025",13387
"mai 16, 2025",13392
"mai 23, 2025",13401
"mai 30, 2025",13408
"jun 06, 2025",13428
"jun 13, 2025",13431
"jun 20, 2025",13435
"jun 27, 2025",13433
"jul 04, 2025",13385
"jul 11, 2025",13375
"jul 18, 2025",13273
"jul 25, 2025",13314
"ago 01, 2025",13284
"ago 08, 2025",13327
"ago 15, 2025",13382
"ago 22, 2025",13439
"ago 29, 2025",13423
"set 05, 2025",13495
"set 12, 2025",13482
"set 19, 2025",13501
"set 26, 2025",13505
"out 03, 2025",13629
"out 10, 2025",13636
"out 17, 2025",13629
"out 24, 2025",13644
"out 31, 2025",13651
"nov 07, 2025",13862
"nov 14, 2025",13834
"nov 21, 2025",13814
"nov 28, 2025",13815
"dez 05, 2025",13853
"dez 12, 2025",13843
"dez 19, 2025",13825
"dez 26, 2025",13827
"jan 02, 2026",13811
"jan 09, 2026",13753
"jan 16, 2026",13732
"jan 23, 2026",13696
"jan 30, 2026",13215
"fev 06, 2026",13713
"fev 13, 2026",13735
"fev 20, 2026",13702
"fev 27, 2026",13696
"mar 06, 2026",13678
